vesslterms,feature_type,chart,latdec,longdec,depth,histroy,quasou,watlev,coordinates
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12325",40.360133,,0.3,,least depth known,always under water/submerged,"[-73.97815,40.360133]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12316",39.3365248,,2.4,,value reported (not confirmed),always under water/submerged,"[-74.4387854,39.3365248]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12316",39.3980176,,,,depth unknown,always under water/submerged,"[-74.4090398,39.3980176]"
,Wrecks - Visible,"US,US,reprt,L-1760/13",39.4334722,,,,,covers and uncovers,"[-74.3323333,39.4334722]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-11495",39.9805889,,14.6,,least depth known,always under water/submerged,"[-74.0511306,39.9805889]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-11536",40.0259389,,19.5,,least depth known,always under water/submerged,"[-73.9828611,40.0259389]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12339",40.8006514,,20.1,,least depth known,always under water/submerged,"[-73.8365159,40.8006514]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12366",40.8927806,,27.1,,least depth known,always under water/submerged,"[-73.7418872,40.8927806]"
,"Wrecks - Submerged, nondangerous","US,US,graph,BP-191413",40.8411233,,21,,least depth known,always under water/submerged,"[-73.7607001,40.8411233]"
,"Wrecks - Submerged, dangerous","US,US,reprt,DD-9058",40.8000417,,10,,least depth known,always under water/submerged,"[-73.8056222,40.8000417]"
,Wrecks - Visible,"US,US,reprt,L-1218/15",9.5544777,,,,,always dry,"[-78.943573,9.5544777]"
,Wrecks - Visible,"US,US,reprt,L-1453/14",18.581707,,,,,always dry,"[-72.3883438,18.581707]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17322",57.6620788,,,,depth unknown,always under water/submerged,"[-136.0946038,57.6620788]"
,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 15/16",30.3066667,,,,,always dry,"[-87.4983333,30.3066667]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18649",37.804927,,28,,least depth known,always under water/submerged,"[-122.5408805,37.804927]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0762891,,,,,always dry,"[-121.9081848,38.0762891]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0600104,,,,,always dry,"[-121.9190931,38.0600104]"
,Wrecks - Visible,"US,US,graph,Chart 18662",38.297634,,,,,always dry,"[-121.581312,38.297634]"
,Wrecks - Visible,"US,US,graph,GC-10686",38.5716048,,,,,always dry,"[-121.5599946,38.5716048]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12619",33.686585,,22.1,,least depth known,always under water/submerged,"[-118.2196,33.686585]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12618",33.7236282,,10.7,,least depth known,always under water/submerged,"[-118.1410111,33.7236282]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11378",30.2549833,,,,depth unknown,always under water/submerged,"[-88.17161,30.2549833]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.3183893,,2.1,,least depth known,always under water/submerged,"[-88.1187931,30.3183893]"
,Wrecks - Visible,"US,US,graph,Chart 18653",37.9653126,,,,,always dry,"[-122.4175779,37.9653126]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18654",38.0181915,,,,depth unknown,always under water/submerged,"[-122.4637793,38.0181915]"
,Wrecks - Visible,"US,US,graph,Chart 18660",38.0332282,,,,,always dry,"[-121.7817698,38.0332282]"
,"Wrecks - Submerged, dangerous","US,US,Graph,GC-11114",38.0461319,,,,depth unknown,covers and uncovers,"[-121.4996584,38.0461319]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12617",33.718685,,13,,least depth known,always under water/submerged,"[-118.22497,33.718685]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12617",33.707365,,19.8,,least depth known,always under water/submerged,"[-118.191705,33.707365]"
,"Wrecks - Submerged, dangerous","US,US,reprt,DD-11872",34.4109777,,10,,least depth known,always under water/submerged,"[-119.6630734,34.4109777]"
,Wrecks - Visible,"US,US,graph,Chart 18666",38.052637,,,,,always dry,"[-121.930116,38.052637]"
,Wrecks - Visible,"US,US,graph,Chart 13214",41.3185769,,,,,always dry,"[-71.9754122,41.3185769]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13214",41.296186,,7.9,,least depth known,always under water/submerged,"[-71.86526,41.296186]"
,Wrecks - Visible,"US,US,graph,Chart 11411",28.157022,,,,,always dry,"[-82.765284,28.157022]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11425",26.8669685,,,,depth unknown,always under water/submerged,"[-82.3108089,26.8669685]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11425",27.119843,,,,depth unknown,always under water/submerged,"[-82.494178,27.119843]"
,Wrecks - Visible,"US,US,graph,Chart 11449",24.777166,,,,,always dry,"[-80.931554,24.777166]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11472",28.1721214,,,,depth unknown,always under water/submerged,"[-80.6216023,28.1721214]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11472",28.143643,,,,depth unknown,always under water/submerged,"[-80.607716,28.143643]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11393",29.7216328,,,,depth unknown,always under water/submerged,"[-85.3333079,29.7216328]"
,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 02/13",30.3527778,,,,,covers and uncovers,"[-87.0688889,30.3527778]"
,"Wrecks - Submerged, dangerous","US,US,graph,DB-17020-OBS",27.4675833,,,,depth unknown,always under water/submerged,"[-80.3188667,27.4675833]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11438",24.648736,,,,depth unknown,always under water/submerged,"[-82.798214,24.648736]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11441",24.5138424,,,,depth unknown,always under water/submerged,"[-81.9228537,24.5138424]"
,"Wrecks - Submerged, dangerous","US,US,reprt,DD-24660",30.2369168,,,,depth unknown,always under water/submerged,"[-88.778305,30.2369168]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2875781,,,,depth unknown,always under water/submerged,"[-88.7161,30.2875781]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.4206901,,,,depth unknown,always under water/submerged,"[-88.536843,30.4206901]"
,Wrecks - Visible,"US,US,graph,chart 11374",30.196203,,,,,always dry,"[-88.444634,30.196203]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2150387,,,,depth unknown,always under water/submerged,"[-88.424664,30.2150387]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2669032,,,,depth unknown,always under water/submerged,"[-88.4333062,30.2669032]"
,Wrecks - Visible,"US,US,graph,GC-10721",30.4141993,,,,,always dry,"[-88.5201071,30.4141993]"
,Wrecks - Visible,"US,US,graph,chart 11375",30.295199,,,,,partly submerged at high water,"[-88.6013882,30.295199]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 11375",30.218534,,,,depth unknown,always under water/submerged,"[-88.5550325,30.218534]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 11375",30.3302148,,,,depth unknown,always under water/submerged,"[-88.6333377,30.3302148]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8970886,,,,depth unknown,always under water/submerged,"[-78.05924,33.8970886]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.552226,,,,depth unknown,always under water/submerged,"[-77.35414,34.552226]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11550",35.154925,,,,depth unknown,always under water/submerged,"[-76.009675,35.154925]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11552",35.10202,,,,depth unknown,always under water/submerged,"[-77.049714,35.10202]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11552",35.104001,,,,depth unknown,always under water/submerged,"[-77.003753,35.104001]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11552",35.144015,,,,depth unknown,always under water/submerged,"[-77.060018,35.144015]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11554",35.541139,,,,depth unknown,always under water/submerged,"[-77.067886,35.541139]"
,Wrecks - Visible,"US,US,graph,Chart 11554",35.539069,,,,,always dry,"[-77.060079,35.539069]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11553",35.2018516,,,,depth unknown,always under water/submerged,"[-76.4996517,35.2018516]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12205",35.8030476,,,,depth unknown,always under water/submerged,"[-75.5859396,35.8030476]"
,,"US,US,graph,HS-11398 (NWID: 18014)",40.5594911,,2.4,,,always under water/submerged,"[-74.2139281,40.5594911]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12331",40.5358666,,,,depth unknown,always under water/submerged,"[-74.2466116,40.5358666]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12332",40.4908952,,,,depth unknown,always under water/submerged,"[-74.3286671,40.4908952]"
,Wrecks - Visible,"US,US,graph,Chart 12333",40.6434065,,,,,always dry,"[-74.1562063,40.6434065]"
,Wrecks - Visible,"US,US,graph,Chart 12333",40.6900152,,,,,always dry,"[-74.1180696,40.6900152]"
,Wrecks - Visible,"US,US,graph,Chart 12316",39.5383561,,,,,always dry,"[-74.3280169,39.5383561]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12339",40.7949087,,14.9,,least depth known,always under water/submerged,"[-73.9069882,40.7949087]"
,"Wrecks - Submerged, nondangerous","US,US,reprt,1stCGD,LNM 19/97",40.986217,,20.4,,least depth known,always under water/submerged,"[-73.43063,40.986217]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-191412",40.967506,,19.8,,least depth known,always under water/submerged,"[-73.508256,40.967506]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.9117538,,5.7,,least depth known,always under water/submerged,"[-73.4201812,40.9117538]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12366",40.8024783,,12.8,,least depth known,always under water/submerged,"[-73.7934136,40.8024783]"
,Wrecks - Visible,"US,US,reprt,L-1453/14",19.1051006,,,,,always dry,"[-72.7045822,19.1051006]"
,"Wrecks - Submerged, dangerous","US,U1,graph,DNC H1415410",8.923214,,,,depth unknown,always under water/submerged,"[-79.5195465,8.923214]"
Challenger,"Wrecks - Submerged, dangerous","US,US,reprt,17thCGD,LNM 38/15",58.3059236,,,,,always under water/submerged,"[-134.4454425,58.3059236]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17315",58.3750049,,,,depth unknown,always under water/submerged,"[-134.7194045,58.3750049]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16442",51.9724389,,21.9,,least depth known,always under water/submerged,"[177.5563937,51.9724389]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-11623",30.3359803,,2.1,,least depth known,always under water/submerged,"[-88.1010154,30.3359803]"
,"Wrecks - Submerged, dangerous","US,US,graph,H12655",30.2925833,,3.6,,least depth known,always under water/submerged,"[-88.1191667,30.2925833]"
,Wrecks - Visible,"US,US,graph,Chart 18651",37.461308,,,,,always dry,"[-122.020866,37.461308]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18653",37.936613,,,,depth unknown,always under water/submerged,"[-122.4174648,37.936613]"
,Wrecks - Visible,"US,US,graph,DB-16281-obs",30.3183889,,,,,always dry,"[-87.5539167,30.3183889]"
,Wrecks - Visible,"US,US,graph,DB-16369-obs",30.3030333,,,,,always dry,"[-87.7323667,30.3030333]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 11378",30.3175918,,4.2,,least depth known,always under water/submerged,"[-87.51682,30.3175918]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0561328,,,,,always dry,"[-121.8507377,38.0561328]"
,Wrecks - Visible,"US,US,graph,Chart 18664",38.618278,,,,,always dry,"[-121.560903,38.618278]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12618",33.7568444,,7.6,,least depth known,always under water/submerged,"[-118.1596361,33.7568444]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12617",33.737565,,6.4,,least depth known,always under water/submerged,"[-118.239155,33.737565]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18763",33.034166,,3.9,,value reported (not confirmed),always under water/submerged,"[-118.575464,33.034166]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18666",38.059952,,,,depth unknown,always under water/submerged,"[-121.94341,38.059952]"
,"Wrecks - Submerged, nondangerous","US,US,graph,chart 12368",40.9966854,,25.2,,least depth known,always under water/submerged,"[-73.4540264,40.9966854]"
,Wrecks - Visible,"US,US,graph,Chart 12370",41.2951799,,,,,always dry,"[-73.0677009,41.2951799]"
,"Wrecks - Submerged, nondangerous","US,US,graph,chart 12374",41.2010441,,24.3,,least depth known,always under water/submerged,"[-72.5457779,41.2010441]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12374",41.254588,,,,depth unknown,always under water/submerged,"[-72.4755411,41.254588]"
,"Wrecks - Submerged, nondangerous","US,US,graph,H-12015",41.2610857,,28,,least depth known,always under water/submerged,"[-71.8503351,41.2610857]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-181847",39.3535317,,8.2,,least depth known,always under water/submerged,"[-75.4341984,39.3535317]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11415",27.64943,,14.9,,least depth known,always under water/submerged,"[-83.0571522,27.64943]"
,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 50/14",27.7313333,,,,depth unknown,always under water/submerged,"[-82.706,27.7313333]"
,"Wrecks - Submerged, dangerous","US,US,reprt,L-956/15",27.9328825,,5.1,,depth known,always under water/submerged,"[-82.9186147,27.9328825]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11425",26.846176,,,,depth unknown,always under water/submerged,"[-82.296058,26.846176]"
,Wrecks - Visible,"US,US,graph,Chart 11491",30.3918615,,,,,always dry,"[-81.6504108,30.3918615]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11466",26.8243093,,120.3,,least depth known,always under water/submerged,"[-79.97245,26.8243093]"
,Wrecks - Visible,"US,US,graph,Chart 11404",29.81702,,,,depth unknown,covers and uncovers,"[-84.625049,29.81702]"
,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 27/05",29.69,,,,depth unknown,always under water/submerged,"[-84.6005556,29.69]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11391",30.1155346,,4.2,,least depth known,always under water/submerged,"[-85.7028747,30.1155346]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11391",30.127777,,,,depth unknown,always under water/submerged,"[-85.650546,30.127777]"
,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 47/07",30.4049945,,,,depth unknown,always under water/submerged,"[-87.2550286,30.4049945]"
,Wrecks - Visible,"US,US,graph,Chart 11481",28.370834,,,,,always dry,"[-80.619502,28.370834]"
,Wrecks - Visible,"US,US,graph,Chart 11478",28.3886861,,,,,always dry,"[-80.6256834,28.3886861]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11485",29.092098,,,,depth unknown,always under water/submerged,"[-80.942072,29.092098]"
,Wrecks - Visible,"US,US,graph,Chart 11372",30.412056,,,,,always dry,"[-89.014833,30.412056]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.175179,,,,depth unknown,always under water/submerged,"[-89.116873,30.175179]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.178647,,,,depth unknown,always under water/submerged,"[-89.238399,30.178647]"
,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 17/09",30.2413056,,,,,always dry,"[-89.2489444,30.2413056]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.223326,,,,depth unknown,always under water/submerged,"[-88.791748,30.223326]"
,Wrecks - Visible,"US,US,graph,chart 11374",30.3535026,,,,,covers and uncovers,"[-88.6567387,30.3535026]"
,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 27/15",30.2246667,,,,,partly submerged at high water,"[-88.315,30.2246667]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 11375",30.3401854,,,,depth unknown,always under water/submerged,"[-88.5583834,30.3401854]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8076016,,,,depth unknown,always under water/submerged,"[-77.9660436,33.8076016]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.726882,,,,depth unknown,always under water/submerged,"[-77.384659,34.726882]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.568445,,,,depth unknown,always under water/submerged,"[-77.386379,34.568445]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11550",35.026312,,,,depth unknown,always under water/submerged,"[-76.327752,35.026312]"
,Wrecks - Visible,"US,US,graph,Chart 11552",35.021643,,,,depth unknown,covers and uncovers,"[-76.698339,35.021643]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11554",35.320848,,,,depth unknown,always under water/submerged,"[-76.70406,35.320848]"
,Wrecks - Visible,"US,US,graph,Chart 12206",36.634688,,,,,always dry,"[-76.055993,36.634688]"
,Wrecks - Visible,"US,US,reprt,L1132/15",40.5399722,,-0.3,,,covers and uncovers,"[-74.1315833,40.5399722]"
,Wrecks - Visible,"US,US,graph,Chart 12332",40.4843556,,,,,always dry,"[-74.3924976,40.4843556]"
,Wrecks - Visible,"US,US,graph,Chart 12325",40.311752,,,,,always dry,"[-74.004808,40.311752]"
,Wrecks - Visible,"US,US,graph,Chart 12325",40.352846,,,,,always dry,"[-74.068368,40.352846]"
,Wrecks - Visible,"US,US,graph,Chart 12316",39.3690228,,,,,always dry,"[-74.4478441,39.3690228]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12316",39.3176425,,7,,least depth known,always under water/submerged,"[-74.466897,39.3176425]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12324",40.1777534,,,,depth unknown,always under water/submerged,"[-74.0093412,40.1777534]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12324",39.743514,,10.9,,least depth known,always under water/submerged,"[-74.064467,39.743514]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12596",39.7746167,,6.4,,least depth known,always under water/submerged,"[-74.0861528,39.7746167]"
,"Wrecks - Submerged, dangerous","US,US,reprt,DD-7266",40.7832915,,14.9,,least depth known,always under water/submerged,"[-73.9418321,40.7832915]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.976648,,,,depth unknown,always under water/submerged,"[-73.575478,40.976648]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.932942,,10,,least depth known,always under water/submerged,"[-73.523154,40.932942]"
